q1,q2,q1_example_answers,generated_impostor_answer,generated_impostor_raw,impostor_answer_type,judge_choice,judge_raw_output,judge_valid_output,judge_correct,blended_in,caught_by_judge,pair_index,round_num
freshwater fish,game fish,"['muskie', 'guppy']",muskie,muskie,shared,yes,yes,True,True,True,False,105,4
programming language,web technology,"['python', 'php']",javascript,javascript,shared,yes,yes,True,True,True,False,106,0
programming language,web technology,"['fortran', 'typescript']",javascript,javascript,shared,yes,yes,True,True,True,False,106,1
programming language,web technology,"['javascript', 'bash']",html,html,q2_only,no,no,True,True,False,True,106,2
programming language,web technology,"['rust', 'assembly']",javascript,javascript,shared,yes,yes,True,True,True,False,106,3
programming language,web technology,"['rust', 'ruby']",javascript,javascript,shared,yes,yes,True,True,True,False,106,4
comic book hero,avenger,"['thor', 'flash']",hulk,hulk,shared,yes,yes,True,True,True,False,107,0
comic book hero,avenger,"['spawn', 'flash']",hawkeye,hawkeye,q2_only,no,no,True,True,False,True,107,1
comic book hero,avenger,"['green lantern', 'wolverine']",hawkeye,hawkeye,q2_only,no,no,True,True,False,True,107,2
comic book hero,avenger,"['hulk', 'aquaman']",ironman,ironman,invalid,yes,yes,True,False,True,False,107,3
comic book hero,avenger,"['spawn', 'invincible']",hawkeye,hawkeye,q2_only,no,no,True,True,False,True,107,4
herbivore,farm animal,"['goat', 'horse']",pig,pig,q2_only,no,no,True,True,False,True,108,0
herbivore,farm animal,"['deer', 'rhino']",pig,pig,q2_only,no,no,True,True,False,True,108,1
herbivore,farm animal,"['deer', 'rabbit']",pig,pig,q2_only,no,no,True,True,False,True,108,2
herbivore,farm animal,"['kangaroo', 'elephant']",kangaroo,kangaroo,invalid,no,no,True,True,False,True,108,3
herbivore,farm animal,"['moose', 'horse']",pig,pig,q2_only,no,no,True,True,False,True,108,4
footwear brand,sports brand,"['steve madden', 'reebok']",nike,nike,shared,yes,yes,True,True,True,False,109,0
footwear brand,sports brand,"['timberland', 'birkenstock']",nike,nike,shared,yes,yes,True,True,True,False,109,1
footwear brand,sports brand,"['skechers', 'nike']",nike,nike,shared,yes,yes,True,True,True,False,109,2
footwear brand,sports brand,"['nike', 'ugg']",nike,nike,shared,yes,yes,True,True,True,False,109,3
footwear brand,sports brand,"['crocs', 'puma']",nike,nike,shared,yes,yes,True,True,True,False,109,4
nut,baking ingredient,"['acorn', 'cashew']",butter,butter,q2_only,no,no,True,True,False,True,110,0
nut,baking ingredient,"['pecan', 'walnut']",baking powder,baking powder,q2_only,no,no,True,True,False,True,110,1
nut,baking ingredient,"['pistachio', 'pecan']",baking soda,baking soda,q2_only,no,no,True,True,False,True,110,2
nut,baking ingredient,"['hickory nut', 'cashew']",butter,butter,q2_only,no,no,True,True,False,True,110,3
nut,baking ingredient,"['almond', 'cashew']",flour,flour,q2_only,no,no,True,True,False,True,110,4
martial art,olympic sport,"['judo', 'karate']",rowing,rowing,q2_only,no,no,True,True,False,True,111,0
martial art,olympic sport,"['karate', 'kendo']",rowing,rowing,q2_only,no,no,True,True,False,True,111,1
martial art,olympic sport,"['karate', 'sambo']",boxing,boxing,shared,yes,yes,True,True,True,False,111,2
martial art,olympic sport,"['judo', 'sambo']",wrestling,wrestling,shared,yes,yes,True,True,True,False,111,3
martial art,olympic sport,"['jiu jitsu', 'karate']",boxing,boxing,shared,yes,yes,True,True,True,False,111,4
software application,google product,"['google maps', 'photoshop']",google drive,google drive,shared,yes,yes,True,True,True,False,112,0
software application,google product,"['excel', 'youtube']",google drive,google drive,shared,yes,yes,True,True,True,False,112,1
software application,google product,"['unity', 'photoshop']",google drive,google drive,shared,yes,yes,True,True,True,False,112,2
software application,google product,"['spotify', 'youtube']",google drive,google drive,shared,yes,yes,True,True,True,False,112,3
software application,google product,"['visual studio', 'unity']",google drive,google drive,shared,yes,yes,True,True,True,False,112,4
condiment,sandwich ingredient,"['hoisin', 'mustard']",avocado,avocado,invalid,no,no,True,True,False,True,113,0
condiment,sandwich ingredient,"['hot sauce', 'relish']",cheese,cheese,q2_only,no,no,True,True,False,True,113,1
condiment,sandwich ingredient,"['sriracha', 'mustard']",avocado,avocado,invalid,no,no,True,True,False,True,113,2
condiment,sandwich ingredient,"['hot sauce', 'mustard']",lettuce,lettuce,q2_only,no,no,True,True,False,True,113,3
condiment,sandwich ingredient,"['ketchup', 'soy sauce']",mayo,mayo,shared,yes,yes,True,True,True,False,113,4
amphibian,swamp animal,"['tree frog', 'toad']",alligator,alligator,q2_only,no,no,True,True,False,True,114,0
amphibian,swamp animal,"['bullfrog', 'olm']",crocodile,crocodile,q2_only,no,no,True,True,False,True,114,1
amphibian,swamp animal,"['frog', 'axolotl']",alligator,alligator,q2_only,no,no,True,True,False,True,114,2
amphibian,swamp animal,"['water dog', 'toad']",crocodile,crocodile,q2_only,no,no,True,True,False,True,114,3
amphibian,swamp animal,"['caecilian', 'poison dart frog']",alligator,alligator,q2_only,no,no,True,True,False,True,114,4
gemstone,color,"['turquoise', 'diamond']",blue,blue,q2_only,no,no,True,True,False,True,115,0
gemstone,color,"['amethyst', 'ruby']",purple,purple,q2_only,no,no,True,True,False,True,115,1
gemstone,color,"['pearl', 'diamond']",white,white,q2_only,yes,yes,True,False,True,False,115,2
gemstone,color,"['topaz', 'moonstone']",azure,azure,invalid,no,no,True,True,False,True,115,3
gemstone,color,"['amethyst', 'amber']",purple,purple,q2_only,no,no,True,True,False,True,115,4
