q1,q2,q1_example_answers,generated_impostor_answer,generated_impostor_raw,impostor_answer_type,judge_choice,judge_raw_output,judge_valid_output,judge_correct,blended_in,caught,pair_index,round_num
freshwater fish,game fish,"['tilapia', 'guppy']",salmon,salmon,invalid,yes,yes,True,False,True,False,105,3
freshwater fish,game fish,"['bluegill', 'muskie']",trout,trout,shared,yes,yes,True,True,True,False,105,4
programming language,web technology,"['ruby', 'c++']",javascript,javascript,shared,yes,yes,True,True,True,False,106,0
programming language,web technology,"['kotlin', 'java']",javascript,javascript,shared,yes,yes,True,True,True,False,106,1
programming language,web technology,"['php', 'go']",javascript,javascript,shared,yes,yes,True,True,True,False,106,2
programming language,web technology,"['typescript', 'swift']",javascript,javascript,shared,yes,yes,True,True,True,False,106,3
programming language,web technology,"['python', 'kotlin']",javascript,javascript,shared,yes,yes,True,True,True,False,106,4
comic book hero,avenger,"['invincible', 'hulk']",black widow,black widow,invalid,yes,yes,True,False,True,False,107,0
comic book hero,avenger,"['green lantern', 'aquaman']",hawkeye,hawkeye,q2_only,no,no,True,True,False,True,107,1
comic book hero,avenger,"['spider-man', 'iron man']",hulk,hulk,shared,yes,yes,True,True,True,False,107,2
comic book hero,avenger,"['captain america', 'iron man']",hulk,hulk,shared,yes,yes,True,True,True,False,107,3
comic book hero,avenger,"['superman', 'wonder woman']",thanos,thanos,invalid,no,no,True,True,False,True,107,4
herbivore,farm animal,"['panda', 'elephant']",pig,pig,q2_only,no,no,True,True,False,True,108,0
herbivore,farm animal,"['elephant', 'rabbit']",pig,pig,q2_only,no,no,True,True,False,True,108,1
herbivore,farm animal,"['zebra', 'sheep']",pig,pig,q2_only,no,no,True,True,False,True,108,2
herbivore,farm animal,"['deer', 'goat']",sheep,sheep,shared,yes,yes,True,True,True,False,108,3
herbivore,farm animal,"['koala', 'panda']",sheep,sheep,shared,yes,yes,True,True,True,False,108,4
footwear brand,sports brand,"['adidas', 'reebok']",nike,nike,shared,yes,yes,True,True,True,False,109,0
footwear brand,sports brand,"['crocs', 'steve madden']",nike,nike,shared,yes,yes,True,True,True,False,109,1
footwear brand,sports brand,"['ugg', 'skechers']",nike,nike,shared,yes,yes,True,True,True,False,109,2
footwear brand,sports brand,"['reebok', 'skechers']",nike,nike,shared,yes,yes,True,True,True,False,109,3
footwear brand,sports brand,"['skechers', 'birkenstock']",nike,nike,shared,yes,yes,True,True,True,False,109,4
nut,baking ingredient,"['almond', 'tiger nut']",almond,almond,shared,yes,yes,True,True,True,False,110,0
nut,baking ingredient,"['pecan', 'tiger nut']",nut,nut,invalid,yes,yes,True,False,True,False,110,1
nut,baking ingredient,"['hickory nut', 'cashew']",almond,almond,shared,yes,yes,True,True,True,False,110,2
nut,baking ingredient,"['butternut', 'chestnut']",flour,flour,q2_only,no,no,True,True,False,True,110,3
nut,baking ingredient,"['hazelnut', 'hickory nut']",nut,nut,invalid,yes,yes,True,False,True,False,110,4
martial art,olympic sport,"['boxing', 'wrestling']",rowing,rowing,q2_only,no,no,True,True,False,True,111,0
martial art,olympic sport,"['tai chi', 'krav maga']",rowing,rowing,q2_only,no,no,True,True,False,True,111,1
martial art,olympic sport,"['wrestling', 'judo']",rowing,rowing,q2_only,no,no,True,True,False,True,111,2
martial art,olympic sport,"['aikido', 'jiu jitsu']",rowing,rowing,q2_only,no,no,True,True,False,True,111,3
martial art,olympic sport,"['kendo', 'taekwondo']",boxing,boxing,shared,yes,yes,True,True,True,False,111,4
software application,google product,"['youtube', 'blender']",gmail,gmail,shared,yes,yes,True,True,True,False,112,0
software application,google product,"['google drive', 'youtube']",google docs,google docs,invalid,yes,yes,True,False,True,False,112,1
software application,google product,"['gmail', 'youtube']",google photos,google photos,invalid,yes,yes,True,False,True,False,112,2
software application,google product,"['microsoft word', 'gmail']",chrome,chrome,shared,yes,yes,True,True,True,False,112,3
software application,google product,"['photoshop', 'unity']",google docs,google docs,invalid,yes,yes,True,False,True,False,112,4
condiment,sandwich ingredient,"['salsa', 'vinegar']",mayo,Mayo,shared,yes,yes,True,True,True,False,113,0
condiment,sandwich ingredient,"['mustard', 'ketchup']",mayo,mayo,shared,yes,yes,True,True,True,False,113,1
condiment,sandwich ingredient,"['hot sauce', 'mayo']",mayo,Mayo,shared,yes,yes,True,True,True,False,113,2
condiment,sandwich ingredient,"['mustard', 'relish']",mayo,mayo,shared,yes,yes,True,True,True,False,113,3
condiment,sandwich ingredient,"['ketchup', 'mayo']",mayo,Mayo,shared,yes,yes,True,True,True,False,113,4
amphibian,swamp animal,"['natterjack', 'hellbender']",alligator,Alligator,q2_only,no,no,True,True,False,True,114,0
amphibian,swamp animal,"['natterjack', 'salamander']",froghopper,froghopper,invalid,no,no,True,True,False,True,114,1
amphibian,swamp animal,"['tree frog', 'axolotl']",alligator,alligator,q2_only,no,no,True,True,False,True,114,2
amphibian,swamp animal,"['tree frog', 'axolotl']",alligator,alligator,q2_only,no,no,True,True,False,True,114,3
amphibian,swamp animal,"['poison dart frog', 'frog']",alligator,Alligator,q2_only,no,no,True,True,False,True,114,4
gemstone,color,"['quartz', 'diamond']",blue,blue,q2_only,no,no,True,True,False,True,115,0
gemstone,color,"['quartz', 'jade']",purple,purple,q2_only,no,no,True,True,False,True,115,1
gemstone,color,"['opal', 'pearl']",grey,grey,invalid,no,no,True,True,False,True,115,2
gemstone,color,"['emerald', 'onyx']",purple,purple,q2_only,no,no,True,True,False,True,115,3
gemstone,color,"['turquoise', 'quartz']",purple,purple,q2_only,no,no,True,True,False,True,115,4
